project_id,project_type,region,date,section,ref,description,unit,quantity,rate,category,amount
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Landscaping & Site Finishes,,Site clearance c/w removal of vegetation and debris,m2,953.17,4.34,Landscaping & Site Finishes,4136.76
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,6.0,902.48,Preliminaries & Site Setup,5414.88
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Concrete & Structures,,Formwork to edges and faces of concrete,m2,298.46,39.7,Concrete & Structures,11848.86
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Concrete & Structures,,Supply and place C25/30 concrete to foundations,m3,77.52,211.97,Concrete & Structures,16431.91
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Cabling & Terminations,,SUPPLY AND PULL IN 185MM2 3 CORE XLPE MV CABLE INCLUDING ALL FIXINGS,m,2179.56,35.58,Cabling & Terminations,77548.74
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,1121.54,3.24,Ducting & Cable Protection,3633.79
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,62.1,41.85,Landscaping & Site Finishes,2598.89
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1316.92,Professional Services & Surveys,1316.92
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,2.0,4042.38,Concrete & Structures,8084.76
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Cabling & Terminations,,Fusion splice fibre optic cable c/w tray and closure,nr,102.0,26.99,Cabling & Terminations,2752.98
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Plant & Equipment Supply,,S&I 400kVA ground mounted transformer,nr,1.0,10493.0,Plant & Equipment Supply,10493.0
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Concrete & Structures,,S&F A252 mesh reinforcement (as drawing),m2,179.96,12.53,Concrete & Structures,2254.9
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Concrete & Structures,,Formwork to edges and faces of concrete (as drawing),m2,50.72,58.85,Concrete & Structures,2984.87
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Excavation & Earthworks,,Excavate trench in existing carriageway including saw cutting and breaking out,m,113.48,47.81,Excavation & Earthworks,5425.48
P008-SUBSTATION,Substation Civils,Midlands,2023-12-04,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,3940.06,2.34,Ducting & Cable Protection,9219.74
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Preliminaries & Site Setup,,Site supervision - site agent,week,6.0,1985.94,Preliminaries & Site Setup,11915.64
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,71.37,35.3,Excavation & Earthworks,2519.36
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,CONSTRUCT PRECAST CONCRETE MANHOLE 1200MM DIA. 2.0-3.0M DEEP INCLUDING COVER AND FRAME (as drawing),nr,1.0,2992.5,Drainage,2992.5
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,231.92,32.9,Excavation & Earthworks,7630.17
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,CCTV survey of completed drainage including report,m,125.59,4.2,Drainage,527.48
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excavation in rock inc. breaking and removal,m3,12.78,89.64,Excavation & Earthworks,1145.6
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,673.8,Traffic Management,673.8
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,1.0,3980.0,Concrete & Structures,3980.0
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Supply & lay 300mm diameter uPVC sewer pipe including bedding and surround,m,68.51,80.86,Drainage,5539.72
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excavate trench in existing carriageway incl. saw cutting and breaking out,m,253.88,53.9,Excavation & Earthworks,13684.13
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Testing & Commissioning,,Insulation resistance and continuity testing of installed cable,nr,8.0,335.5,Testing & Commissioning,2684.0
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,Permanent reinstatement of footpath in concrete flags to road opening licence standard,m2,105.56,84.71,Road Reinstatement & Surfacing,8941.99
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excavation in rock incl. breaking and removal,m3,9.77,118.87,Excavation & Earthworks,1161.36
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Preliminaries & Site Setup,,MOBILISATION AND DEMOBILISATION OF PLANT TO SITE,item,1.0,2407.71,Preliminaries & Site Setup,2407.71
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Supply and install road gully incl. connection to sewer,nr,4.0,533.1,Drainage,2132.4
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Exc. trench in existing carriageway including saw cutting and breaking out,m,50.69,44.12,Excavation & Earthworks,2236.44
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Preliminaries & Site Setup,,Site supervision - ganger,week,5.0,1056.7,Preliminaries & Site Setup,5283.5
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Supply and install road gully including connection to sewer,nr,16.0,507.83,Drainage,8125.28
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,298.27,43.43,Excavation & Earthworks,12953.87
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1546.07,Traffic Management,1546.07
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excav. trench 750mm wide x 1.2m deep in soft ground incl. support and backfill,m,253.15,33.79,Excavation & Earthworks,8553.94
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,12.0,293.77,Professional Services & Surveys,3525.24
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,SUPPLY AND LAY 50mm HRA surface course (as drawing),m2,122.86,28.63,Road Reinstatement & Surfacing,3517.48
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,SUPPLY AND LAY 30MM AC10 SURFACE COURSE,m2,173.03,23.91,Road Reinstatement & Surfacing,4137.15
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excav. trench in existing carriageway including saw cutting and breaking out,m,78.65,39.72,Excavation & Earthworks,3123.98
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Supply and lay 450mm diameter uPVC sewer pipe c/w bedding and surround,m,19.49,239.17,Drainage,4661.42
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,SUPPLY AND LAY 450mm dia. uPVC sewer pipe incl. bedding and surround (as drawing),m,178.35,99.56,Drainage,17756.53
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Preliminaries & Site Setup,,"INSURANCES, BONDS AND STATUTORY NOTICES",item,1.0,4427.83,Preliminaries & Site Setup,4427.83
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,Permanent reinstatement of carriageway to road opening licence standard,m2,192.55,62.68,Road Reinstatement & Surfacing,12069.03
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,1.0,4988.4,Concrete & Structures,4988.4
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,S&I ROAD GULLY INCLUDING CONNECTION TO SEWER,nr,14.0,741.92,Drainage,10386.88
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,REINSTATE ROAD MARKINGS TO MATCH EXISTING,m,111.95,13.95,Road Reinstatement & Surfacing,1561.7
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,26.0,401.29,Professional Services & Surveys,10433.54
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,107.37,3.04,Testing & Commissioning,326.4
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,Supply & fix A252 mesh reinforcement,m2,98.92,12.56,Concrete & Structures,1242.44
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Topographical survey and setting out of works,day,4.0,737.52,Professional Services & Surveys,2950.08
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Supply and install road gully incl. connection to sewer,nr,16.0,371.85,Drainage,5949.6
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,460.41,Traffic Management,460.41
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm,m2,353.28,7.22,Road Reinstatement & Surfacing,2550.68
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,195.45,32.68,Excavation & Earthworks,6387.31
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,517.34,Traffic Management,517.34
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site (as drawing),item,1.0,2232.29,Preliminaries & Site Setup,2232.29
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1423.22,Professional Services & Surveys,1423.22
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,56.61,7.75,Road Reinstatement & Surfacing,438.73
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1563.74,Professional Services & Surveys,1563.74
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,SUPPLY AND PLACE C30/37 CONCRETE TO FOUNDATIONS,m3,40.37,153.01,Concrete & Structures,6177.01
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,86.63,50.78,Excavation & Earthworks,4399.07
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Provision of traffic management including stop/go operatives and signage,week,14.0,1085.69,Traffic Management,15199.66
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,Supply and place C35/45 concrete to foundations (as drawing),m3,36.37,195.96,Concrete & Structures,7127.07
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,S&L 150mm diameter uPVC sewer pipe c/w bedding and surround,m,24.78,63.4,Drainage,1571.05
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,PLANING OF EXISTING BITUMINOUS SURFACING 40MM,m2,301.23,6.99,Road Reinstatement & Surfacing,2105.6
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,172.55,5.41,Testing & Commissioning,933.5
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Construct precast concrete manhole 1200mm dia. 2.0-3.0m deep including cover and frame,nr,4.0,3277.89,Drainage,13111.56
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,185.21,5.02,Testing & Commissioning,929.75
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Road Reinstatement & Surfacing,,Permanent reinstatement of footpath in bitmac to road opening licence standard (as drawing),m2,270.51,49.07,Road Reinstatement & Surfacing,13273.93
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,SUPPLY AND INSTALL ROAD GULLY INCLUDING CONNECTION TO SEWER,nr,35.0,456.83,Drainage,15989.05
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,1.0,3797.24,Concrete & Structures,3797.24
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Testing & Commissioning,,Testing and energisation of MV network c/w switching,item,2.0,2153.46,Testing & Commissioning,4306.92
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Drainage,,Construct precast concrete manhole 1200mm dia. 2.0-3.0m deep including cover and frame,nr,3.0,2528.9,Drainage,7586.7
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,19.0,502.53,Professional Services & Surveys,9548.07
P009-FOUL,Foul Drainage Upgrade,Connacht,2024-07-31,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1189.96,Traffic Management,1189.96
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Blockwork wall 215mm inc. fair face and capping,m2,34.54,104.9,Concrete & Structures,3623.25
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,8.0,293.91,Professional Services & Surveys,2351.28
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Landscaping & Site Finishes,,Site clearance including removal of vegetation and debris,m2,541.4,5.6,Landscaping & Site Finishes,3031.84
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Excavation in rock incl. breaking and removal,m3,27.87,161.07,Excavation & Earthworks,4489.02
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,86.76,44.31,Landscaping & Site Finishes,3844.34
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Professional Services & Surveys,,Topographical survey and setting out of works,day,3.0,544.5,Professional Services & Surveys,1633.5
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Formwork to edges and faces of concrete,m2,93.09,67.39,Concrete & Structures,6273.34
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Formwork to edges and faces of concrete,m2,74.96,58.21,Concrete & Structures,4363.42
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Excavation in rock incl. breaking and removal,m3,22.91,113.26,Excavation & Earthworks,2594.79
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Landscaping & Site Finishes,,SITE CLEARANCE INCLUDING REMOVAL OF VEGETATION AND DEBRIS,m2,1058.4,4.75,Landscaping & Site Finishes,5027.4
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Plant & Equipment Supply,,Supply and erect 6m public lighting column with LED lantern,nr,18.0,1202.67,Plant & Equipment Supply,21648.06
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site (as drawing),item,1.0,3336.36,Preliminaries & Site Setup,3336.36
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Plant & Equipment Supply,,Supply & install feeder pillar including connections,nr,2.0,1675.36,Plant & Equipment Supply,3350.72
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,1.0,5929.91,Preliminaries & Site Setup,5929.91
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,167.79,37.3,Landscaping & Site Finishes,6258.57
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Plant & Equipment Supply,,Supply and erect 6m public lighting column with LED lantern,nr,17.0,1318.1,Plant & Equipment Supply,22407.7
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Site supervision - site agent,week,5.0,1789.8,Preliminaries & Site Setup,8949.0
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,STRAIGHT JOINT TO MV CABLE,nr,1.0,1205.99,Cabling & Terminations,1205.99
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Ducting & Cable Protection,,Supply and lay 110mm dia twinwall duct including draw rope,m,329.74,21.91,Ducting & Cable Protection,7224.6
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,924.1,Professional Services & Surveys,924.1
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Site supervision - site agent,week,8.0,1946.96,Preliminaries & Site Setup,15575.68
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Excav. trench in existing carriageway incl. saw cutting and breaking out,m,132.23,71.84,Excavation & Earthworks,9499.4
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Formwork to edges and faces of concrete,m2,44.1,47.79,Concrete & Structures,2107.54
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,Terminate MV cable into switchgear c/w testing,nr,11.0,787.93,Cabling & Terminations,8667.23
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Excavate trench 450mm wide x 750mm deep in soft ground including support and backfill,m,496.41,18.02,Excavation & Earthworks,8945.31
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Excavate trench 900mm wide x 1.5m deep in soft ground including support and backfill,m,722.97,38.44,Excavation & Earthworks,27790.97
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Ducting & Cable Protection,,Horizontal directional drill 125mm bore including entry and exit pits,m,119.22,171.24,Ducting & Cable Protection,20415.23
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,1266.63,3.95,Cabling & Terminations,5003.19
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Blockwork wall 215mm including fair face and capping,m2,61.75,119.42,Concrete & Structures,7374.18
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,417.22,3.69,Cabling & Terminations,1539.54
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,517.86,23.42,Landscaping & Site Finishes,12128.28
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Plant & Equipment Supply,,Supply and install 400kVA ground mounted transformer,nr,1.0,13685.06,Plant & Equipment Supply,13685.06
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Plant & Equipment Supply,,Supply and erect 10m public lighting column with LED lantern,nr,9.0,1722.2,Plant & Equipment Supply,15499.8
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Formwork to edges and faces of concrete,m2,35.89,49.62,Concrete & Structures,1780.86
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,5.0,979.79,Preliminaries & Site Setup,4898.95
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Professional Services & Surveys,,Topographical survey and setting out of works (as drawing),day,4.0,923.19,Professional Services & Surveys,3692.76
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,4036.42,Preliminaries & Site Setup,4036.42
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Construct reinforced concrete plinth to substation unit,nr,9.0,2936.83,Concrete & Structures,26431.47
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Supply and place C30/37 concrete to foundations,m3,41.29,191.49,Concrete & Structures,7906.62
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,169.64,52.08,Excavation & Earthworks,8834.85
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,Terminate MV cable into switchgear including testing,nr,3.0,918.78,Cabling & Terminations,2756.34
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,93.3,38.22,Preliminaries & Site Setup,3565.93
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,104.79,35.73,Preliminaries & Site Setup,3744.15
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Cabling & Terminations,,"Earthing installation inc. rods, tape and connections",item,1.0,1625.11,Cabling & Terminations,1625.11
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Blockwork wall 215mm c/w fair face and capping,m2,47.2,143.55,Concrete & Structures,6775.56
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Professional Services & Surveys,,Topographical survey and setting out of works,day,10.0,447.72,Professional Services & Surveys,4477.2
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Ducting & Cable Protection,,SUPPLY AND LAY 160mm dia twinwall duct c/w draw rope,m,469.74,22.33,Ducting & Cable Protection,10489.29
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,593.61,5.14,Ducting & Cable Protection,3051.16
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Ducting & Cable Protection,,HORIZONTAL DIRECTIONAL DRILL 125MM BORE C/W ENTRY AND EXIT PITS,m,19.68,167.67,Ducting & Cable Protection,3299.75
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Blockwork wall 215mm including fair face and capping,m2,84.05,91.9,Concrete & Structures,7724.2
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,40.57,45.57,Preliminaries & Site Setup,1848.77
P010-SUBSTATION,Substation Civils,Leinster,2023-08-23,Concrete & Structures,,Formwork to edges and faces of concrete,m2,326.93,48.85,Concrete & Structures,15970.53
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Professional Services & Surveys,,UTILITY DETECTION SURVEY AND SLIT TRENCHING PRIOR TO EXCAVATION,nr,26.0,263.63,Professional Services & Surveys,6854.38
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Road Reinstatement & Surfacing,,Supply and lay 40mm SMA surface course (as drawing),m2,1883.02,17.69,Road Reinstatement & Surfacing,33310.62
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Excav. trench in existing carriageway c/w saw cutting and breaking out (as drawing),m,529.72,52.35,Excavation & Earthworks,27730.84
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Cabling & Terminations,,Fusion splice fibre optic cable inc. tray and closure,nr,542.0,46.16,Cabling & Terminations,25018.72
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,DISPOSAL OF SURPLUS EXCAVATED MATERIAL OFF SITE TO LICENSED FACILITY,m3,1145.6,29.77,Excavation & Earthworks,34104.51
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1488.87,Traffic Management,1488.87
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,982.94,1.04,Ducting & Cable Protection,1022.26
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Dewatering of excavations incl. pumps and settlement tank,week,26.0,787.12,Excavation & Earthworks,20465.12
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Professional Services & Surveys,,Topographical survey and setting out of works,day,21.0,728.28,Professional Services & Surveys,15293.88
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm (as drawing),m2,2717.26,9.62,Road Reinstatement & Surfacing,26140.04
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Cabling & Terminations,,Supply and pull in 185mm2 3 core XLPE MV cable incl. all fixings,m,789.7,24.47,Cabling & Terminations,19323.96
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Road Reinstatement & Surfacing,,SUPPLY AND LAY precast concrete kerbing inc. haunching,m,305.34,69.52,Road Reinstatement & Surfacing,21227.24
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Chambers & Jointing Bays,,Supply & install precast concrete draw pit 600x600 including cover,nr,14.0,701.94,Chambers & Jointing Bays,9827.16
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,777.02,Professional Services & Surveys,777.02
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Ducting & Cable Protection,,Supply and lay 4no. 110mm HDPE duct in prepared trench including bedding,m,1182.12,32.69,Ducting & Cable Protection,38643.5
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,470.23,3.72,Cabling & Terminations,1749.26
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Excavate trench in existing carriageway including saw cutting and breaking out,m,557.77,46.88,Excavation & Earthworks,26148.26
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Chambers & Jointing Bays,,"Construct type JB4 jointing chamber including excavation, base and backfill",nr,14.0,1360.3,Chambers & Jointing Bays,19044.2
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Cabling & Terminations,,STRAIGHT JOINT TO MV CABLE,nr,11.0,869.66,Cabling & Terminations,9566.26
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Dewatering of excavations c/w pumps and settlement tank,week,13.0,693.37,Excavation & Earthworks,9013.81
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,15.0,580.24,Excavation & Earthworks,8703.6
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,17348.82,0.83,Ducting & Cable Protection,14399.52
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Chambers & Jointing Bays,,Raise or lower existing chamber to finished road level,nr,44.0,367.76,Chambers & Jointing Bays,16181.44
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,291.21,42.39,Excavation & Earthworks,12344.39
P011-FIBRE,Fibre Duct Network,Dublin,2022-10-25,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1372.4,Traffic Management,1372.4
